,id,title,popularity,vote_average,vote_count,genres,cast,director,keywords,overview,tagline
450,9574,flubber,11.50396,5.3,695,Comedy Family Science Fiction,Robin Williams Marcia Gay Harden Christopher McDonald Raymond J. Barry Clancy Brown,Les Mayfield,wedding vows inventor slime green flight,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",Catch it if you can!
451,11618,the haunting,19.375768,5.2,369,Horror Thriller Fantasy Mystery,Liam Neeson Catherine Zeta-Jones Owen Wilson Lili Taylor Bruce Dern,Jan de Bont,based on novel trauma castle haunted house insomnia,"Dr. David Marrow invites Nell Vance, and Theo and Luke Sanderson to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself – and they soon see the true nature of its horror.",Some houses are born bad.
452,2300,space jam,36.125715,6.5,1288,Animation Comedy Drama Family Fantasy,Michael Jordan Wayne Knight Billy West Dee Bradley Baker Theresa Randle,Joe Pytka,sport basketball doctor basketball team basketball game,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",Get ready to jam.
453,12096,the pink panther,25.450534,5.6,550,Action Comedy Crime Mystery Family,Steve Martin Kevin Kline Jean Reno Beyonc\u00e9 Knowles Emily Mortimer,Shawn Levy,robbery investigation inspector killer clouseau,"When the coach of the France soccer team is killed by a poisoned dart in the stadium in the end of a game, and his expensive and huge ring with the diamond Pink Panther disappears, the ambitious Chief Inspector Dreyfus assigns the worst police inspector Jacques Clouseau to the case.",Pardon His French.
454,10200,the day the earth stood still,41.890722,5.2,1043,Drama Science Fiction Thriller,Keanu Reeves Jennifer Connelly Kathy Bates Jaden Smith John Cleese,Scott Derrickson,extraterrestrial technology spacecraft ultimatum evacuation panic,"A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.",12.12.08 is the Day the Earth Stood Still
455,8834,conspiracy theory,22.179658,6.5,431,Action Drama Mystery Thriller,Mel Gibson Julia Roberts Patrick Stewart Cylk Cozart Steve Kahan,Richard Donner,new york cia helicopter assassin secret,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",What if your most paranoid nightmares had just come true?
456,228150,fury,139.575085,7.4,3946,War Drama Action,Brad Pitt Shia LaBeouf Logan Lerman Michael Pe\u00f1a Jon Bernthal,David Ayer,world war ii nazis war nazi germany panzer,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",War never ends quietly.
457,6068,six days seven nights,18.264635,5.6,332,Action Adventure Comedy Romance,Harrison Ford Anne Heche David Schwimmer Jacqueline Obradors Temuera Morrison,Ivan Reitman,overleven family guy,"When Quinn, a grouchy pilot living the good life in the South Pacific, agrees to transfer a savvy fashion editor, Robin, to Tahiti, he ends up stranded on a deserted island with her after their plane crashes. The pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.","After this week in paradise, they’re going to need a vacation."
458,41515,yogi bear,11.187696,5.2,220,Comedy Family Animation Adventure,Dan Aykroyd Justin Timberlake Anna Faris Tom Cavanagh Christine Taylor,Eric Brevig,picnic sandwich bear 3d yogi,"Jellystone Park has been losing business, so greedy Mayor Brown decides to shut it down and sell the land. That means families will no longer be able to experience the natural beauty of the outdoors -- and, even worse, Yogi and Boo Boo will be tossed out of the only home they've ever known. Faced with his biggest challenge ever, Yogi must prove that he really is ""smarter than the average bear"" as he and Boo Boo join forces with their old nemesis Ranger Smith to find a way to save Jellystone Park from closing forever.",Life's a Pic-A-Nic
459,9023,spirit: stallion of the cimarron,41.670544,7.4,831,Western Animation Adventure Comedy Family,Matt Damon James Cromwell Daniel Studi Chopper Bernet Jeff LeBeau,Kelly Asbury,human being freedom mustang rivalry wildlife,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",Leader. Hero. Legend.
460,38317,zookeeper,27.462640000000004,5.3,498,Comedy Romance Family,Kevin James Rosario Dawson Sylvester Stallone Nick Nolte Jon Favreau,Frank Coraci,talking animal scientist german accent ostrich monkey,"A comedy about a zookeeper who might be great with animals, but he doesn't know anything about the birds and the bees. The man can't find love, so he decides to quit his job at the zoo, but his animal friends try to stop him and teach him that Mother Nature knows best when it comes to love.",Welcome to his jungle.
461,2157,lost in space,17.455023999999998,5.0,388,Adventure Family Science Fiction,Gary Oldman William Hurt Matt LeBlanc Mimi Rogers Heather Graham,Stephen Hopkins,time travel sabotage deep space explorer,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.","Danger, Will Robinson!"
462,14462,the manchurian candidate,21.394281,6.2,393,Drama Thriller Mystery,Denzel Washington Meryl Streep Liev Schreiber Jon Voight Kimberly Elise,Jonathan Demme,senator gulf war canoe kuwait conspiracy,"When his army unit was ambushed during the first Gulf War, Sergeant Raymond Shaw saved his fellow soldiers just as his commanding officer, then-Captain Ben Marco, was knocked unconscious. Brokering the incident for political capital, Shaw eventually becomes a vice-presidential nominee, while Marco is haunted by dreams of what happened -- or didn't happen -- in Kuwait. As Marco (now a Major) investigates, the story begins to unravel, to the point where he questions if it happened at all. Is it possible the entire unit was kidnapped and brainwashed to believe Shaw is a war hero as part of a plot to seize the White House? Some very powerful people at Manchurian Global corporation appear desperate to stop him from finding out.",This summer everything is under control.
463,161795,déjà vu,0.605645,8.0,1,Romance Drama,Stephen Dillane Victoria Foyt Vanessa Redgrave Michael Brandon Glynis Barber,Henry Jaglom,love american pin stranger ruby,"L.A. shop owner Dana and Englishman Sean meet and fall in love at first sight, but Sean is married and Dana is to marry her business partner Alex.",Your future is set...
464,159824,hotel transylvania 2,61.692197,6.7,1497,Animation Comedy Family,Adam Sandler Andy Samberg Selena Gomez Kevin James Steve Buscemi,Genndy Tartakovsky,transylvania hotel witch technology magic,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",They're back to raise a little terror
465,49948,fantasia 2000,14.530945999999998,7.0,292,Animation Family Music,Steve Martin Itzhak Perlman Quincy Jones Bette Midler James Earl Jones,James Algar,orchestra musical segments,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.",
466,2135,the time machine,25.978555,5.8,631,Science Fiction Adventure Action,Guy Pearce Mark Addy Phyllida Law Sienna Guillory Laura Kirk,Simon Wells,future time machine,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.",The greatest adventure THROUGH all time!
467,9822,mighty joe young,6.643778,5.9,208,Action Adventure Family Fantasy,Charlize Theron Rade Serbedzija Bill Paxton Regina King Peter Firth,Ron Underwood,gorilla dying and death,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",Survival is an instinct.
468,9705,swordfish,36.788745,6.1,932,Action Crime Thriller,John Travolta Hugh Jackman Halle Berry Don Cheadle Sam Shepard,Dominic Sena,female nudity hacker terrorism violence ex-con,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",Log On. Hack In. Go Anywhere. Get Everything.
469,1656,the legend of zorro,31.054334000000004,5.9,893,Action Adventure,Antonio Banderas Catherine Zeta-Jones Adri\u00e1n Alonso Barona Julio Oscar Mechoso Nick Chinlund,Martin Campbell,california spy father son relationship mexico hero,"Having spent the last 10 years fighting injustice and cruelty, Alejandro de la Vega is now facing his greatest challenge: his loving wife Elena has thrown him out of the house!  Elena has filed for divorce and found comfort in the arms of Count Armand, a dashing French aristocrat.  But Alejandro knows something she doesn't: Armand is the evil mastermind behind a terrorist plot to destroy the United States.  And so, with his marriage and the county's future at stake, it's up to Zorro to save two unions before it's too late.",The original caped crusader is back!
470,12159,what dreams may come,21.891078,6.8,577,Drama Fantasy Romance,Robin Williams Cuba Gooding Jr. Annabella Sciorra Max von Sydow Jessica Brooks Grant,Vincent Ward,paradise soul underworld heaven painting,"Chris Neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife, Annie killed herself and went to hell. Chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven.",After life there is more. The end is just the beginning.
471,9678,little nicky,18.335992,5.2,438,Comedy Fantasy Romance,Adam Sandler Patricia Arquette Harvey Keitel Rhys Ifans Tom Lister Jr.,Steven Brill,father son relationship brother sister relationship mephisto bulldogg,"After the lord of darkness decides he will not cede his thrown to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell.",He's Never Been To Earth. He's Never Even Slept Over Some Other Dude's House.
472,4442,the brothers grimm,40.138009,5.6,818,Adventure Fantasy Action Comedy Thriller,Heath Ledger Matt Damon Mackenzie Crook Roger Ashton-Griffiths Peter Stormare,Terry Gilliam,brother brother relationship literature aftercreditsstinger,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",Eliminating Evil Since 1812.
473,75,mars attacks!,44.090535,6.1,1509,Comedy Fantasy Science Fiction,Jack Nicholson Glenn Close Annette Bening Pierce Brosnan Danny DeVito,Tim Burton,saving the world total destruction white house mars usa president,"'We come in peace' is not what those green men from Mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor.  This star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the '50s and '60s.",Nice planet. We'll take it!
474,330770,evolution,3.300061,6.4,47,Mystery Drama Horror,Max Brebant Roxane Duran Julie-Marie Parmentier Mathieu Goldfeld Nissim Renard,Lucile Hadzihalilovic,nurse sea beach boy pregnant,11-year-old Nicolas lives with his mother in a seaside housing estate. The only place that ever sees any activity is the hospital. It is there that all the boys from the village are forced to undergo strange medical trials that attempt to disrupt the phases of evolution.,
475,9433,the edge,20.632673,6.7,349,Action Adventure Drama,Alec Baldwin Anthony Hopkins Elle Macpherson Harold Perrineau L.Q. Jones,Lee Tamahori,photographer grizzly bear wilderness airplane supermodel,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.","They were fighting over a woman when the plane went down. Now, their only chance for survival is each other."
476,19959,surrogates,36.664991,5.9,1195,Action Science Fiction Thriller,Bruce Willis Radha Mitchell Rosamund Pike James Cromwell Ving Rhames,Jonathan Mostow,clone dystopia,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",How do you save humanity when the only thing that's real is you?
477,11973,thirteen days,18.26121,6.9,189,Drama Thriller,Kevin Costner Bruce Greenwood Steven Culp Dylan Baker Shawn Driscoll,Roger Donaldson,usa president atomic bomb john f. kennedy kubakrise threat,"Dramatisation of the Cuban Missile Crisis, the nuclear standoff with the USSR sparked by the discovery by the Americans of missle bases established on the Soviet allied island of Cuba. Shown from the perspective of the US President, John F Kennedy, his staff and advisors.",You'll never believe how close we came
478,11228,daylight,16.681269,5.8,378,Action Adventure Thriller,Sylvester Stallone Amy Brenneman Viggo Mortensen Dan Hedaya Jay O. Sanders,Rob Cohen,taxi new jersey helicopter river hero,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses.,No air. No escape. No time.
479,77951,walking with dinosaurs,10.088006,5.2,133,Animation Family Adventure,Charlie Rowe Justin Long Karl Urban Angourie Rice John Leguizamo,Barry Cook,dinosaur 3d,"Walking with Dinosaurs 3D is a film depicting life-like 3D dinosaur characters set in photo-real landscapes that transports audiences to the prehistoric world as it existed 70 million years ago. The film is based on the 1999 documentary television miniseries Walking with Dinosaurs, produced by the BBC. Walking with Dinosaurs 3D is being produced by Evergreen Studios, the company that produced Happy Feet, and it is was released on October 11, 2013.",The Greatest Adventure in 70 Million Years
480,5491,battlefield earth,7.89147,3.0,255,Action Science Fiction War,John Travolta Barry Pepper Forest Whitaker Kim Coates Sabine Karsenti,Roger Christian,based on novel post-apocalyptic dystopia mining fighter jet,"In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind.",Take Back The Planet
481,10715,looney tunes: back in action,16.715631,5.6,297,Animation Comedy Family,Brendan Fraser Jenna Elfman Steve Martin Timothy Dalton Heather Locklear,Joe Dante,spy duck bunny wretch film industry,"Bugs Bunny and Daffy Duck are up to their feuding ways again. Tired of playing second fiddle to Bugs, Daffy has decided to leave the Studio for good. He is aided by Warner Bros.' humor impaired Vice President of Comedy, Kate Houghton, who releases him from his contract and instructs WB security guard/aspiring stunt man DJ Drake to capture and ""escort"" Daffy off the studio lot.",Real life has never been so animated.
482,10197,nine,9.357734,5.1,165,Drama Music Romance,Judi Dench Daniel Day-Lewis Marion Cotillard Pen\u00e9lope Cruz Sophia Loren,Rob Marshall,memory sidewalk cafe room key driving a car coastline,"Arrogant, self-centered movie director Guido Contini finds himself struggling to find meaning, purpose, and a script for his latest film endeavor. With only a week left before shooting begins, he desperately searches for answers and inspiration from his wife, his mistress, his muse, and his mother.","This Holiday Season, Be Italian"
483,9562,timeline,11.22268,5.4,318,Action Adventure Science Fiction,Paul Walker Frances O'Connor Gerard Butler Billy Connolly David Thewlis,Richard Donner,professor time travel quantum mechanics hundred years' war excavation,A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.,They had to travel into the past to save the future
484,9922,the postman,14.564667000000002,6.1,299,Drama Adventure,Kevin Costner Will Patton Olivia Williams Larenz Tate Tom Petty,Kevin Costner,usa post postman army apocalypse,"In 2013 there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the Unites States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare and something yet undiscovered: the power to inspire hope.",The year is 2013. One man walked in off the horizon and hope came with him.
485,9447,babe: pig in the city,11.356079,5.2,305,Adventure Comedy Drama Family Fantasy,James Cromwell Mary Stein Mickey Rooney Magda Szubanski E.G. Daily,George Miller,piggy bank shortage of money pig farm piglet,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",This little pig went to the city...
486,274854,the last witch hunter,52.612025,5.7,1316,Fantasy Action Adventure,Vin Diesel Rose Leslie Elijah Wood \u00d3lafur Darri \u00d3lafsson Rena Owen,Breck Eisner,new york witch uprising witch hunter,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",Hunt forever.
487,8870,red planet,13.800656,5.4,267,Thriller Action Science Fiction,Val Kilmer Carrie-Anne Moss Benjamin Bratt Tom Sizemore Simon Baker,Antony Hoffman,mars future astronaut science catastrophe,"Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",Not A Sound. Not A Warning. Not A Chance. Not Alone.
488,9992,arthur and the invisibles,27.097932,6.0,639,Adventure Fantasy Animation Family,Freddie Highmore Mia Farrow Ron Crawford Penny Balfour Doug Rand,Luc Besson,grandfather grandson relationship wretch treasure hunt disappearance family,"Arthur is a spirited ten-year old whose parents are away looking for work, whose eccentric grandfather has been missing for several years, and who lives with his grandmother in a country house that, in two days, will be repossessed, torn down, and turned into a block of flats unless Arthur's grandfather returns to sign some papers and pay off the family debt. Arthur discovers that the key to success lies in his own descent into the land of the Minimoys, creatures no larger than a tooth, whom his grandfather helped relocate to their garden. Somewhere among them is hidden a pile of rubies, too. Can Arthur be of stout heart and save the day? Romance beckons as well, and a villain lurks.",Adventure awaits in your own backyard.
489,36970,oceans,10.706613,7.3,111,Documentary Family,Pierce Brosnan Jacques Perrin Rie Miyazawa Aldo Baglio Matthias Brandt,Jacques Perrin,ocean sea fish whale duringcreditsstinger,"An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.",Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.
490,10077,a sound of thunder,7.342892,4.8,111,Thriller Science Fiction Adventure Action,Heike Makatsch Armin Rohde David Oyelowo Wilfried Hochholdinger Edward Burns,Peter Hyams,dying and death time travel romance dinosaur,"When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways.",Some Rules Should Never Be Broken.
491,76649,pompeii,50.561849,5.2,1267,Action Adventure History Romance Drama,Kit Harington Carrie-Anne Moss Emily Browning Adewale Akinnuoye-Agbaje Jessica Lucas,Paul W.S. Anderson,gladiator arena gladiator fight lava roman,"Set in 79 A.D., POMPEII tells the epic story of Milo, a slave turned invincible gladiator who finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him.",No warning. No escape.
492,293644,top cat begins,0.719996,5.3,9,Comedy Animation,Jason Harris David Hoffman Bill Lobley Darin De Paul Marieve Herington,Andr\u00e9s Couturier,3d,Top Cat has arrived to charm his way into your hearts! Ever wonder how this scheming feline got his start? Well Top Cat Begins reveals the origins of everything you know and love about this classic comedy hero. What follows is an adventure so crazy that it has to be seen to be believed!,
493,453,a beautiful mind,59.248437,7.7,3009,Drama Romance,Russell Crowe Ed Harris Jennifer Connelly Christopher Plummer Paul Bettany,Ron Howard,individual schizophrenia massachusetts love of one's life intelligence,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",I need to believe that something extra ordinary is possible...
494,8587,the lion king,90.457886,8.0,5376,Family Animation Drama,Jonathan Taylor Thomas Matthew Broderick James Earl Jones Jeremy Irons Moira Kelly,Roger Allers,loss of parents wild boar uncle shaman redemption,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,Life's greatest adventure is finding your place in the Circle of Life.
495,72545,journey 2: the mysterious island,40.72345900000001,5.8,1030,Adventure Action Science Fiction,Dwayne Johnson Josh Hutcherson Kristin Davis Vanessa Hudgens Luis Guzm\u00e1n,Brad Peyton,mission mysterious island missing person duringcreditsstinger 3d,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",Believe the Impossible. Discover the Incredible.
496,109451,cloudy with a chance of meatballs 2,41.247402,6.4,915,Animation Family Comedy,Bill Hader Anna Faris James Caan Will Forte Andy Samberg,Cody Cameron,inventor food scientist,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",Something big was leftover.
497,9533,red dragon,10.083905,6.7,1115,Crime Thriller Horror,Anthony Hopkins Edward Norton Ralph Fiennes Harvey Keitel Emily Watson,Brett Ratner,psychopath serial killer fbi agent,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",Before the Silence.
498,2023,hidalgo,16.759252,6.5,318,Western Adventure,Viggo Mortensen Zuleikha Robinson Omar Sharif Adam Alexi-Malle Louise Lombard,Joe Johnston,horse race horse racehorse,"Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world...",Unbridled. Unbroken. Unbeaten.
499,71880,jack and jill,22.132418,4.1,604,Comedy,Adam Sandler Katie Holmes Al Pacino Eugenio Derbez Tim Meadows,Dennis Dugan,duringcreditsstinger,"Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",His twin sister is coming for the holidays... ...and it ain't pretty.
500,584,2 fast 2 furious,10.520961,6.2,2028,Action Crime Thriller,Paul Walker Tyrese Gibson Eva Mendes Cole Hauser Ludacris,John Singleton,miami car race sports car los angeles car,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",How Fast Do You Want It?
501,309809,the little prince,35.384423,7.6,756,Adventure Animation Fantasy,Jeff Bridges Rachel McAdams Paul Rudd Marion Cotillard James Franco,Mark Osborne,philosophy utopia airplane adventure dystopia,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",Growing up isn't the problem... forgetting is.
502,4858,the invasion,15.673154,5.7,359,Science Fiction Thriller,Nicole Kidman Daniel Craig Jeremy Northam Jeffrey Wright Jackson Bond,Oliver Hirschbiegel,remake alien escape alien invasion alien infection,"Washington, D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll are the only two people on Earth who are aware of an epidemic running rampant through the city. They discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. Carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late.",Do not trust anyone. Do not show emotion. Do not fall asleep.
503,17711,the adventures of rocky & bullwinkle,8.981427,3.9,87,Action Adventure Animation Comedy Family,Rene Russo Jason Alexander Piper Perabo Randy Quaid Robert De Niro,Des McAnuff,adventure cartoon comedy breaking the fourth wall talking to the camera,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",This summer it's not the same old bull.
504,328111,the secret life of pets,31.482872,5.9,3462,Animation Family,Louis C.K. Eric Stonestreet Kevin Hart Jenny Slate Lake Bell,Chris Renaud,pet bunny anthropomorphism dog animal,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",Think this is what they do all day?
505,8698,the league of extraordinary gentlemen,47.436675,5.7,1155,Fantasy Action Thriller Science Fiction,Sean Connery Peta Wilson Shane West Stuart Townsend Jason Flemyng,Stephen Norrington,saving the world vampire bite men invisible man,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",The power of seven become a league of one.
506,93456,despicable me 2,136.886704,7.0,4637,Animation Comedy Family,Steve Carell Kristen Wiig Benjamin Bratt Miranda Cosgrove Russell Brand,Pierre Coffin,secret agent bakery falling in love father daughter relationship duringcreditsstinger,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,Back 2 Work
507,602,independence day,60.442593,6.7,3260,Action Adventure Science Fiction,Will Smith Bill Pullman Jeff Goldblum Mary McDonnell Judd Hirsch,Roland Emmerich,spacecraft patriotism countdown independence invasion,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",Earth. Take a good look. It might be your last.
508,330,the lost world: jurassic park,2.502487,6.2,2487,Adventure Action Science Fiction,Jeff Goldblum Julianne Moore Pete Postlethwaite Richard Attenborough Vince Vaughn,Steven Spielberg,exotic island dna paleontology tyrannosaurus rex velociraptor,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",Something has survived.
509,953,madagascar,48.110909,6.6,3237,Family Animation,Ben Stiller Chris Rock David Schwimmer Jada Pinkett Smith Sacha Baron Cohen,Eric Darnell,lion hippopotamus giraffe penguin zebra,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",Someone's got a zoo loose.
510,9693,children of men,35.387874,7.4,2071,Drama Action Thriller Science Fiction,Clive Owen Michael Caine Julianne Moore Charlie Hunnam Chiwetel Ejiofor,Alfonso Cuar\u00f3n,police state hippie rebel miracle future,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",The future's a thing of the past.
511,36657,x-men,4.66891,6.8,4097,Adventure Action Science Fiction,Patrick Stewart Hugh Jackman Ian McKellen Halle Berry Famke Janssen,Bryan Singer,mutant marvel comic superhero based on comic book superhuman,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",Evolution Begins
512,8909,wanted,73.82289,6.4,2528,Action Thriller Crime,Angelina Jolie James McAvoy Morgan Freeman Thomas Kretschmann Terence Stamp,Timur Bekmambetov,assassin loss of father secret society mission of murder revenge,"Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",Choose your destiny.
