1076,cellular Action Adventure Crime Thriller David R. Ellis bank mobile phone telephone weapon police A young man receives an emergency phone call on his cell phone from an older woman. She claims to have been kidnapped – and the kidnappers have targeted her husband and child next. If the signal dies so does she
1077,"johnny english Adventure Action Comedy Peter Howitt spy hero queen intelligence coronation Rowan plays the eponymous lead character in a spoof spy thriller. During the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot. He knows no fear, he knows no danger, he knows nothing."
1078,"the ant bully Fantasy Adventure Animation Comedy Family John A. Davis ant child hero shrinking ant-hill children Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways. The battle for the lawn is on."
1079,"dune Action Science Fiction Adventure David Lynch prophecy witch monster telepathy atomic bomb In the year 10,191, the world is at war for control of the desert planet Dune – the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters. A world beyond your experience, beyond your imagination."
1080,"across the universe Adventure Drama Music Romance Julie Taymor riot protest musical music cultural difference Musical based on The Beatles songbook and set in the 60s England, America, and Vietnam. The love story of Lucy and Jude is intertwined with the anti-war movement and social protests of the 60s. All you need is love."
1081,revolutionary road Drama Romance Sam Mendes adultery jealousy infidelity career marriage crisis A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates. How do you break free without breaking apart?
1082,"16 blocks Action Adventure Crime Thriller Richard Donner mission of murder male bonding doing the right thing people change An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there. For a New York cop and his witness, the distance between life and death just got very short."
1083,"babylon a.d. Action Adventure Science Fiction Thriller Mathieu Kassovitz submarine baby secret future mercenary In Babylon A.D Vin Diesel stars as a veteran-turned-mercenary who is hired to deliver a package from the ravages of post-apocalyptic Eastern Europe to a destination in the teeming megalopolis of New York City. The ""package"" is a mysterious young woman with a secret. Kill or be Killed."
1084,"the glimmer man Action Adventure Crime Drama Thriller John Gray secret agent past cop series of murders homicide detective A former government operative renowned for his stealth, Jack Cole is now a Los Angeles police detective. When a series of horrible murders occurs in the metro area, Cole is assigned to the case, along with tough-talking fellow cop Jim Campbell. Although the two men clash, they gradually become effective partners as they uncover a conspiracy linked to the killings, which also involves terrorism and organized crime. Two good cops. One bad situation."
1085,"multiplicity Comedy Fantasy Science Fiction Harold Ramis clone mistake in person cloning experiment gone wrong construction Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning. Sometimes to get more out of life, you have to make more of yourself."
1086,"aliens in the attic Adventure Comedy Family Fantasy Science Fiction John Schultz alien comedy duringcreditsstinger beforecreditsstinger live action and animation It's summer vacation, but the Pearson family kids are stuck at a boring lake house with their nerdy parents. That is until feisty, little, green aliens crash-land on the roof, with plans to conquer the house AND Earth! Using only their wits, courage and video game-playing skills, the youngsters must band together to defeat the aliens and save the world - but the toughest part might be keeping the whole thing a secret from their parents! Featuring an all-star cast including Ashley Tisdale, Andy Richter, Kevin Nealon, Tim Meadows and Doris Roberts, Aliens In The Attic is the most fun you can have on this planet! The aliens vs. the Pearsons"
1087,the pledge Crime Drama Mystery Thriller Sean Penn promise murder drawing porcupine pledge A police chief about to retire pledges to help a woman find her daughter's killer. Based on a story by Swiss writer Friedrich Dürrenmatt. 
1088,"the producers Comedy Music Susan Stroman cheating adolf hitler success music blonde After putting together another Broadway flop, down-on-his-luck producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show. "
1089,the phantom Adventure Action Simon Wincer secret identity gold gangster boss phantom silver The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power. Slam Evil!
1090,"all the pretty horses Drama Romance Western Billy Bob Thornton dancing chess prisoner coffin wrong accusal The year is 1949. A young Texan named John Grady finds himself without a home after his mother sells the ranch where he has spent his entire life. Lured south of the border by the romance of cowboy life and the promise of a fresh start, Cole and his pal embark on an adventure that will test their resilience, define their maturity, and change their lives forever. Some passions can never be tamed."
1091,"nixon History Drama Oliver Stone usa president presidential election watergate scandal biography government An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within. Spanning his troubled boyhood in California to the shocking Watergate scandal that would end his presidency. Triumphant in Victory, Bitter in Defeat. He Changed the World, But Lost a Nation."
1092,"the ghost writer Thriller Mystery Roman Polanski london england cia war crimes tony blair author A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident. In director Roman Polanski's tense drama, the author realizes that his discovery threatens some very powerful people who will do anything to ensure that certain episodes from Lang's past remain buried. Read between the lies."
1093,"deep rising Adventure Action Horror Science Fiction Stephen Sommers ocean liner sea monster jewel heist armed robbery A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first. Full Scream Ahead"
1094,"miracle at st. anna Drama War Spike Lee black people world war ii toscana village soldier Miracle at St. Anna chronicles the story of four American soldiers who are members of the all-black 92nd ""Buffalo Soldier"" Division stationed in Tuscany, Italy during World War II. "
1095,"curse of the golden flower Action Drama Fantasy Zhang Yimou poison china martial arts swordplay fight During China's Tang dynasty the emperor has taken the princess of a neighboring province as wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself. Unspeakable secrets are hidden within the Forbidden City."
1096,"bangkok dangerous Action Crime Thriller Danny Pang assassin asia gun deaf-mute hitman When carrying out a hit, assassin Joe (Cage) always makes use of the knowledge of the local population. On arriving in Bangkok, Joe meets street kid Kong and he becomes his primary aide. But when Kong is nearly killed, he asks Joe to train him up in the deadly arts and unwittingly becomes a target of a band of killers. There's only one way out."
1097,"big trouble Action Comedy Thriller Barry Sonnenfeld gadfly The story of how a mysterious suitcase brings together, and changes, the lives of a divorced dad, an unhappy housewife, two hitmen, a pair of street thugs, two love struck teens, two FBI men and a psychedelic toad. Based on Pulitzer Prize-winning humorist Dave Barry's best-selling first novel, ""Big Trouble."" They have forty-five minutes to save the world. They need forty-six."
1098,"love in the time of cholera Drama Romance Mike Newell sex marriage proposal new love colombia letter In Colombia just after the Great War, an old man falls from a ladder; dying, he professes great love for his wife. After the funeral, a man calls on the widow - she dismisses him angrily. Flash back more than 50 years to the day Florentino Ariza, a telegraph boy, falls in love with Fermina Daza, the daughter of a mule trader. How long would you wait for love?"
1099,"shadow conspiracy Action Thriller George P. Cosmatos  Bobby Bishop (Sheen) is a special assistant to the President of the United States. Accidentally, he meets his friend professor Pochenko on the street. Pochenko has time to tell Bishop about some conspiracy in the White House but then immediately gets killed by an assassin. Now bad guys are after Bobby as the only man who knows about a plot. Bishop must now not only survive, but to stop the conspirators from achieving their goal. And he doesn't know whom to trust. "
1100,"johnny english reborn Crime Adventure Action Comedy Thriller Oliver Parker buddhist monk cooking prime minister kitchen secret agent The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike. One man. One mission. No chance."
1101,"foodfight! Animation Action Comedy Family Lawrence Kasanoff supermarket fight product placement computer animation food Dex, a superdog sleuth, is the law of the land when the world's most recognized brands take on the forces of evil and the devilish Brand X. When good food... goes bad!"
1102,"argo Drama Thriller Ben Affleck cia wife husband relationship document revolution hiding place As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador. The movie was fake. The mission was real."
1103,"the fugitive Adventure Action Thriller Crime Mystery Andrew Davis chicago showdown undercover surgeon death sentence Wrongfully accused of murdering his wife, Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard, a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late. A murdered wife. A one-armed man. An obsessed detective. The chase begins."
1104,"the bounty hunter Action Andy Tennant bounty hunter ex-husband ex-wife relationship Milo Boyd is a bounty hunter whose latest gig is rather satisfying, as he finds out that the bail-skipper he must chase down is his own ex-wife, Nicole -- but she has no intention of getting nabbed without a fight. Complicating matters, Nicole's wannabe-boyfriend, Stewart, joins the chase. It's a Job. It Isn't Personal. Well, Maybe a Little..."
1105,sleepers Crime Drama Thriller Barry Levinson child abuse sadistic sexual abuse pastor repayment Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes. A moving drama from director Barry Levinson. When friendship runs deeper than blood.
1106,"rambo: first blood part ii Action Adventure Thriller War George P. Cosmatos usa vietnam veteran submachine gun prisoner prisoners of war John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam. What most people call hell, he calls home."
1107,"the juror Drama Thriller Brian Gibson jurors blackmail court case son trial With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown. There is no defense."
1108,"pinocchio Animation Family Ben Sharpsteen italy lie magic fairy pinocchio Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's ""little woodenhead"" finally gets it right, proving that when you wish upon a star dreams really can come true! For anyone who has ever wished upon a star."
1109,"heaven's gate Action Drama History Western Michael Cimino montana showdown brothel marshal dance Harvard graduate James Averill (Kris Kristofferson) is the sheriff of prosperous Jackson County, Wyo., when a battle erupts between the area's poverty-stricken immigrants and its wealthy cattle farmers. The politically connected ranch owners fight the immigrants with the help of Nathan Champion (Christopher Walken), a mercenary competing with Averill for the love of local madam Ella Watson (Isabelle Huppert). As the struggle escalates, Averill and Champion begin to question their decisions. The only thing greater than their passion for America... was their passion for each other."
1110,"underworld: evolution Fantasy Action Science Fiction Thriller Len Wiseman budapest key vampire light werewolf As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines. My God. Brother, what have you done?"
1111,victor frankenstein Drama Science Fiction Thriller Paul McGuigan london england human experimentation frankenstein reanimated corpse frankenstein's monster Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment. Discover the origin of the monster and his creation.
1112,"finding forrester Drama Gus Van Sant upper class brother brother relationship scotland poetry based on novel Gus van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school. In an ordinary place, he found the one person to make his life extraordinary."
1113,"28 days Comedy Drama Betty Thomas alcoholism urteil car crash wedding withdrawal After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction. The Life of the Party... before she got a life."
1114,"unleashed Action Crime Louis Leterrier martial arts hitman serial killer Raised as a slave, Danny is used to fighting for his survival. In fact, his ""master,"" Bart, thinks of him as a pet and goes as far as leashing him with a collar so they can make money in fight clubs, where Danny is the main contender. When Bart's crew is in a car accident, Danny escapes and meets a blind, kindhearted piano tuner who takes him in and uses music to free the fighter's long-buried heart. Serve No Master"
1115,"the sweetest thing Romance Comedy Roger Kumble roommate marriage aftercreditsstinger duringcreditsstinger Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away. A romantic comedy without the sugar."
1116,"the firm Drama Mystery Thriller Sydney Pollack fbi law tennessee lawyer law firm Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan... Power can be murder to resist."
1117,"charlie st. cloud Drama Burr Steers brother brother relationship based on novel sailing ghost young adult Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when a tragedy strikes and takes his dreams with it. After his high-school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. And as he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own. Life is for living."
1118,"the mechanic Action Thriller Crime Simon West poison chicago prostitute martial arts assassin Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached. Someone has to fix the problems."
1119,"21 jump street Action Comedy Crime Phil Lord male friendship high school parody crude humor based on tv series In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs. They thought the streets were mean. Then they went back to high school."
1120,notting hill Romance Comedy Drama Roger Michell london england bookshop birthday new love film maker The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000. Can the most famous film star in the world fall for the man on the street?
1121,"chicken run Animation Comedy Family Nick Park chicken freedom escape chicken farm pie machine Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Rocky the american rooster and Ginger the chicken decide to rebel against the evil Mr. and Mrs. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom. This ain't no chick flick. It's poultry in motion."
1122,"along came polly Comedy Romance John Hamburg beach honeymoon bride chance risk Reuben Feffer is a guy who's spent his entire life playing it safe. Polly Prince is irresistible as a free-spirit who lives for the thrill of the moment. When these two comically mismatched souls collide, Reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there. For the most cautious man on Earth, life is about to get interesting."
1123,"boomerang Comedy Romance Reginald Hudlin role of women ladykiller success ladies' man chefin Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill. A Player Who's About to be Played."
1124,"the heat Action Comedy Crime Paul Feig boston fbi buddy comedy Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: Buddies. Action's never been so hot!"
1125,"cleopatra Drama History Romance Joseph L. Mankiewicz ancient rome historical figure cleopatra julius caesar Historical epic. The triumphs and tragedy of the Egyptian queen, Cleopatra.The winner of four Oscars, this epic saga of love, greed and betrayal stars Elizabeth Taylor as the passionate and ambitious Egyptian queen who's determined to hold on to the throne and seduces the Roman emperor Julius Caesar (Rex Harrison). When Caesar is murdered, she redirects her attentions to his general, Marc Antony (Richard Burton), who vows to take power -- but Caesar's successor (Roddy McDowall) has other plans. The motion picture the world has been waiting for!"
1126,here comes the boom Comedy Frank Coraci high school teacher prize money physics teacher fighting movie budget cutting A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program. No one will fight for his students like Mr. Voss.
1127,"high crimes Drama Mystery Thriller Crime Carl Franklin based on novel witness village court love High powered lawyer Claire Kubik finds her world turned upside down when her husband, who she thought was Tom Kubik, is arrested and is revealed to be Ron Chapman. Chapman is on trial for a murder of Latin American villagers while he was in the Marines. Claire soon learns that to navigate the military justice system, she'll need help from the somewhat unconventional Charlie Grimes. Everything you trust. Everything you know. May be a lie..."
1128,"the mirror has two faces Comedy Drama Romance Barbra Streisand sex professor wedding woman director columbia university Rose Morgan (Barbara Streisand), who still lives with her mother (Lauren Bacall), is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin (Jeff Bridges), a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect. A story about just how wrong two people can be before they can be right."
1129,the mothman prophecies Drama Horror Mystery Mark Pellington based on novel small town dream motel hallucination Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions. What do you see?
1130,brüno Comedy Larry Charles gay fame mockumentary hollywood lgbt Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality. Borat was so 2006
1131,licence to kill Adventure Action Thriller John Glen corruption florida secret identity liberation of prisoners drug traffic James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge. His bad side is a dangerous place to be.
1132,"red riding hood Fantasy Thriller Horror Catherine Hardwicke winter fantasy fairy tale hood werewolf Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them. Who's afraid?"
1133,"15 minutes Action Crime Thriller John Herzfeld new york female nudity prison prostitute rape When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story."" America Likes to Watch"
1134,"super mario bros. Adventure Comedy Family Fantasy Annabel Jankel saving the world brother brother relationship royalty dinosaur based on video game Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa. This Ain't No Game."
1135,"lord of war Crime Drama Thriller Andrew Niccol cold war weapon arms dealer Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience. Where there's a will, there's a weapon"
1136,hero Drama Adventure Action History Zhang Yimou countryside loss of lover right and justice patriot One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China. One man's strength will unite an empire.
1137,"one for the money Action Comedy Crime Julie Anne Robinson bounty hunter based on novel romance framed bail jumper An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder – the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter. She's looking for a few not-so-good men"
1138,"the interview Action Comedy Seth Rogen cia coup d'etat north korea assassination attempt evil dictator Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission. The Film Hackers Tried To Get Banned"
1139,"the warrior's way Adventure Fantasy Action Western Thriller Sngmoo Lee assassin small town forest revenge deception An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush. Assassin. Hero. Legend."
1140,"micmacs Action Comedy Crime Jean-Pierre Jeunet unemployment contortionist human cannonball A man and his friends come up with an intricate and original plan to destroy two big weapons manufacturers.  Avid movie-watcher and video store clerk Bazil has had his life all but ruined by weapons of war. His father was killed by a landmine in Morocco and one fateful night a stray bullet from a nearby shootout embeds itself in his skull, leaving him on the verge of instantaneous death. Losing his job and his home, Bazil wanders the streets until he meets Slammer, a pardoned convict who introduces him to a band of eccentric junkyard dealers including Calculator, a math expert and statistician, Buster, a record-holder in human cannonball feats, Tiny Pete, an artistic craftsman of automatons, and Elastic Girl, a sassy contortionist. When chance reveals to Bazil the two weapons manufacturers responsible for building the instruments of his destruction, he constructs a complex scheme for revenge that his newfound family is all too happy to help set in motion. Non Stop Madness"
1141,"8 mile Drama Curtis Hanson individual street gang adolescence rap music hip-hop The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke. Every moment is another chance."
1142,"why i did (not) eat my father Adventure Comedy Animation Jamel Debbouze animation evolution humanity Based on the novel 'Evolution Man' by Roy Lewis, this tells the story about the first man - young Edward - to descend from apes. Edward is ejected by his tribe, but is very resourceful. He learns to walk, discovers fire, manages to hunt - and we follow him as he evolves. He has a generous nature, and search for true humanity - a world where we don't eat our fathers. These feet are made for walkin'"
1143,"a knight's tale Adventure Drama Romance Action Brian Helgeland poetry knight tournament duel torture William Thatcher, a peasant, is sent to apprentice with a Knight named Hector as a young boy. Urged by his father to ""change his Stars"", he assumes Sir Hector's place in a tournament when Hector dies in the middle of it. He wins. With the other apprentices, he trains and assumes the title of Sir Ulrich von Lichtenstein. He Will Rock You"
1144,the medallion Thriller Fantasy Action Comedy Gordon Chan detective medallion leather jacket wretch fighter A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers. 
1145,"the sixth sense Mystery Thriller Drama M. Night Shyamalan child abuse sense of guilt loss of child confidence psychology A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people. Not every gift is a blessing."
1146,"man on a ledge Action Thriller Crime Asger Leth deception new york city rooftop diamond heist framed for a crime An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled. You can only push an innocent man so far"
1147,"the big year Comedy David Frankel helicopter based on novel honeymoon airplane birding Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition Everyone is searching for something."
1148,"the karate kid Drama John G. Avildsen flat taskmaster karate egg kids and family Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale. Only the 'Old One' could teach him the secrets of the masters."
1149,"american hustle Drama Crime David O. Russell con artist scam mobster fbi agent A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia. Everyone Hustles To Survive"
1150,"the proposal Comedy Romance Drama Anne Fletcher fictitious marriage deportation immigration law romantic comedy alaska When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her. Here comes the bribe..."
1151,"double jeopardy Crime Drama Mystery Thriller Bruce Beresford prison sailboat sailing trip new orleans women's prison A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him. Murder isn't always a crime."
1152,"back to the future part ii Adventure Comedy Family Science Fiction Robert Zemeckis skateboarding flying car car race delorean lightning Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again. Roads? Where we're going, we don't need roads!"
1153,"lucy Action Science Fiction Luc Besson artificial intelligence telepathy intelligence drug mule telekinesis A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic. The average person uses 10% of their brain capacity. Imagine what she could do with 100%."
1154,"fifty shades of grey Drama Romance Thriller Sam Taylor-Johnson based on novel perversion spanking billionaire bdsm When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure. Are you curious?"
1155,"spy kids 3-d: game over Action Adventure Comedy Family Science Fiction Robert Rodriguez video game intelligence liberation child hero mission Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world. 3rd Mission. 3rd Dimension."
1156,"a time to kill Crime Drama Thriller Joel Schumacher ku klux klan rape mississippi jurors blackmail A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK. Experience a time you'll never forget."
1157,"cheaper by the dozen Comedy Shawn Levy big family new job aspiring actor smart kid The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous. Growing pains? They've got twelve of them!"
1158,"lone survivor Action Drama Thriller War Peter Berg war survival navy seal military dangerous mission Based on the failed June 28, 2005 mission ""Operation Red Wing."" Four members of SEAL Team 10, were tasked with the mission to capture or kill notorious Taliban leader, Ahmad Shah. Only one member of the team survived. Based on True Acts of Courage"
1159,"a league of their own Comedy Penny Marshall baseball world war ii sport baseball player female athlete Small-town sisters Dottie and Kit join an all-female baseball league formed after World War II brings pro baseball to a standstill. When their team hits the road with its drunken coach, the siblings find troubles and triumphs on and off the field. To achieve the incredible, you have to attempt the impossible."
1160,the conjuring 2 Horror James Wan london england england 1970s spirit single mother Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits. The next true story from the case files of Ed and Lorraine Warren
1161,"the social network Drama David Fincher hacker hacking creator frat party social network On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications. You don't get to 500 million friends without making a few enemies."
